,keywords,number_of_times_word_appeared,tf,idf,tf_idf
698,terminated,1,4.041383769802781e-05,0.0,0.0
761,notnecessary,1,4.041383769802781e-05,0.0,0.0
675,whenever,1,4.041383769802781e-05,0.0,0.0
730,generatedocumentation,1,4.041383769802781e-05,0.0,0.0
731,namelistqualified,1,4.041383769802781e-05,0.0,0.0
732,pc,1,4.041383769802781e-05,0.0,0.0
704,automaticallys,1,4.041383769802781e-05,0.0,0.0
646,plus,1,4.041383769802781e-05,0.0,0.0
645,javadoc,1,4.041383769802781e-05,0.0,0.0
644,applies,1,4.041383769802781e-05,0.0,0.0
667,back,1,4.041383769802781e-05,0.0,0.0
729,thatspecify,1,4.041383769802781e-05,0.0,0.0
643,descriptionidi,1,4.041383769802781e-05,0.0,0.0
734,allocation,1,4.041383769802781e-05,0.0,0.0
735,stat1if,1,4.041383769802781e-05,0.0,0.0
836,independentbyte,1,4.041383769802781e-05,0.0,0.0
641,literals,1,4.041383769802781e-05,0.0,0.0
640,jperforms,1,4.041383769802781e-05,0.0,0.0
737,relieving,1,4.041383769802781e-05,0.0,0.0
703,publicly,1,4.041383769802781e-05,0.0,0.0
738,bitsfloat32,1,4.041383769802781e-05,0.0,0.0
642,things,1,4.041383769802781e-05,0.0,0.0
739,burden,1,4.041383769802781e-05,0.0,0.0
826,inflexible,1,4.041383769802781e-05,0.0,0.0
705,calledonce,1,4.041383769802781e-05,0.0,0.0
659,inaccessible,1,4.041383769802781e-05,0.0,0.0
714,deiconify,1,4.041383769802781e-05,0.0,0.0
709,expressionsmost,1,4.041383769802781e-05,0.0,0.0
715,arrayobject,1,4.041383769802781e-05,0.0,0.0
657,tosubclass,1,4.041383769802781e-05,0.0,0.0
716,methodcauses,1,4.041383769802781e-05,0.0,0.0
708,whenquitting,1,4.041383769802781e-05,0.0,0.0
707,programinstantiates,1,4.041383769802781e-05,0.0,0.0
727,intsvector,1,4.041383769802781e-05,0.0,0.0
655,leakage,1,4.041383769802781e-05,0.0,0.0
653,fill,1,4.041383769802781e-05,0.0,0.0
721,tells,1,4.041383769802781e-05,0.0,0.0
652,together,1,4.041383769802781e-05,0.0,0.0
838,typeelement,1,4.041383769802781e-05,0.0,0.0
706,differences,1,4.041383769802781e-05,0.0,0.0
722,longerneeded,1,4.041383769802781e-05,0.0,0.0
827,themout,1,4.041383769802781e-05,0.0,0.0
648,portions,1,4.041383769802781e-05,0.0,0.0
663,constant077nullthe,1,4.041383769802781e-05,0.0,0.0
702,valueof,1,4.041383769802781e-05,0.0,0.0
637,depot,1,4.041383769802781e-05,0.0,0.0
636,old,1,4.041383769802781e-05,0.0,0.0
752,brackets,1,4.041383769802781e-05,0.0,0.0
620,also,1,4.041383769802781e-05,0.0,0.0
619,programmingthe,1,4.041383769802781e-05,0.0,0.0
671,intsnew,1,4.041383769802781e-05,0.0,0.0
753,jim,1,4.041383769802781e-05,0.0,0.0
754,deallocates,1,4.041383769802781e-05,0.0,0.0
755,javalanguage,1,4.041383769802781e-05,0.0,0.0
756,commentary,1,4.041383769802781e-05,0.0,0.0
621,leading,1,4.041383769802781e-05,0.0,0.0
757,src,1,4.041383769802781e-05,0.0,0.0
615,implementor,1,4.041383769802781e-05,0.0,0.0
847,difficult,1,4.041383769802781e-05,0.0,0.0
672,local,1,4.041383769802781e-05,0.0,0.0
760,standalone,1,4.041383769802781e-05,0.0,0.0
673,statdo,1,4.041383769802781e-05,0.0,0.0
674,compatible,1,4.041383769802781e-05,0.0,0.0
613,arraysint,1,4.041383769802781e-05,0.0,0.0
712,pretend,1,4.041383769802781e-05,0.0,0.0
616,heapwould,1,4.041383769802781e-05,0.0,0.0
622,treated,1,4.041383769802781e-05,0.0,0.0
751,double64,1,4.041383769802781e-05,0.0,0.0
823,environments,1,4.041383769802781e-05,0.0,0.0
741,content,1,4.041383769802781e-05,0.0,0.0
635,flavors,1,4.041383769802781e-05,0.0,0.0
824,calledarrayindexoutofboundsexception,1,4.041383769802781e-05,0.0,0.0
633,including,1,4.041383769802781e-05,0.0,0.0
742,stat1case,1,4.041383769802781e-05,0.0,0.0
743,testcommentsjava,1,4.041383769802781e-05,0.0,0.0
844,leaves,1,4.041383769802781e-05,0.0,0.0
744,forfor,1,4.041383769802781e-05,0.0,0.0
745,referred,1,4.041383769802781e-05,0.0,0.0
746,corner,1,4.041383769802781e-05,0.0,0.0
669,javaobject,1,4.041383769802781e-05,0.0,0.0
630,attemptingto,1,4.041383769802781e-05,0.0,0.0
748,specified,1,4.041383769802781e-05,0.0,0.0
700,optionally,1,4.041383769802781e-05,0.0,0.0
749,remains,1,4.041383769802781e-05,0.0,0.0
626,stats,1,4.041383769802781e-05,0.0,0.0
625,applettemplate,1,4.041383769802781e-05,0.0,0.0
699,phase,1,4.041383769802781e-05,0.0,0.0
845,try,1,4.041383769802781e-05,0.0,0.0
611,block,1,4.041383769802781e-05,0.0,0.0
685,lowest,1,4.041383769802781e-05,0.0,0.0
429,objectsin,1,4.041383769802781e-05,0.0,0.0
563,literaltrue,1,4.041383769802781e-05,0.0,0.0
197,page,1,4.041383769802781e-05,0.0,0.0
198,means,1,4.041383769802781e-05,0.0,0.0
200,outside,1,4.041383769802781e-05,0.0,0.0
203,disks,1,4.041383769802781e-05,0.0,0.0
209,completely,1,4.041383769802781e-05,0.0,0.0
213,exceptionsjava,1,4.041383769802781e-05,0.0,0.0
196,semanticsportabilityjava,1,4.041383769802781e-05,0.0,0.0
214,say,1,4.041383769802781e-05,0.0,0.0
216,objectsassignment,1,4.041383769802781e-05,0.0,0.0
217,discussed,1,4.041383769802781e-05,0.0,0.0
220,otherjava,1,4.041383769802781e-05,0.0,0.0
221,objid,1,4.041383769802781e-05,0.0,0.0
222,youoverride,1,4.041383769802781e-05,0.0,0.0
224,body,1,4.041383769802781e-05,0.0,0.0
215,acompilation,1,4.041383769802781e-05,0.0,0.0
225,converted,1,4.041383769802781e-05,0.0,0.0
194,takes,1,4.041383769802781e-05,0.0,0.0
192,javavariables,1,4.041383769802781e-05,0.0,0.0
165,ifyou,1,4.041383769802781e-05,0.0,0.0
170,integerint,1,4.041383769802781e-05,0.0,0.0
171,aplications,1,4.041383769802781e-05,0.0,0.0
174,priority,1,4.041383769802781e-05,0.0,0.0
176,scrollbars,1,4.041383769802781e-05,0.0,0.0
178,processed,1,4.041383769802781e-05,0.0,0.0
193,closing,1,4.041383769802781e-05,0.0,0.0
179,displays,1,4.041383769802781e-05,0.0,0.0
182,designed,1,4.041383769802781e-05,0.0,0.0
183,making,1,4.041383769802781e-05,0.0,0.0
184,current,1,4.041383769802781e-05,0.0,0.0
186,deallocated,1,4.041383769802781e-05,0.0,0.0
187,operating,1,4.041383769802781e-05,0.0,0.0
191,another,1,4.041383769802781e-05,0.0,0.0
180,stringsjava,1,4.041383769802781e-05,0.0,0.0
162,modules,1,4.041383769802781e-05,0.0,0.0
228,diagram,1,4.041383769802781e-05,0.0,0.0
232,nested,1,4.041383769802781e-05,0.0,0.0
263,sections,1,4.041383769802781e-05,0.0,0.0
264,five,1,4.041383769802781e-05,0.0,0.0
265,superclass,1,4.041383769802781e-05,0.0,0.0
266,loader,1,4.041383769802781e-05,0.0,0.0
267,reduces,1,4.041383769802781e-05,0.0,0.0
268,provided,1,4.041383769802781e-05,0.0,0.0
262,deallocating,1,4.041383769802781e-05,0.0,0.0
271,andformats,1,4.041383769802781e-05,0.0,0.0
275,becausethey,1,4.041383769802781e-05,0.0,0.0
277,macapplication,1,4.041383769802781e-05,0.0,0.0
279,systemresources,1,4.041383769802781e-05,0.0,0.0
281,loadable,1,4.041383769802781e-05,0.0,0.0
284,libraries,1,4.041383769802781e-05,0.0,0.0
285,lines,1,4.041383769802781e-05,0.0,0.0
272,implied,1,4.041383769802781e-05,0.0,0.0
230,drawing,1,4.041383769802781e-05,0.0,0.0
261,unnecessarily,1,4.041383769802781e-05,0.0,0.0
258,allowed,1,4.041383769802781e-05,0.0,0.0
234,classthat,1,4.041383769802781e-05,0.0,0.0
235,clean,1,4.041383769802781e-05,0.0,0.0
236,keywords,1,4.041383769802781e-05,0.0,0.0
239,becomes,1,4.041383769802781e-05,0.0,0.0
240,thatknow,1,4.041383769802781e-05,0.0,0.0
241,order,1,4.041383769802781e-05,0.0,0.0
260,storing,1,4.041383769802781e-05,0.0,0.0
245,lowercase,1,4.041383769802781e-05,0.0,0.0
248,deep,1,4.041383769802781e-05,0.0,0.0
250,realobjects,1,4.041383769802781e-05,0.0,0.0
252,major,1,4.041383769802781e-05,0.0,0.0
254,manager,1,4.041383769802781e-05,0.0,0.0
255,atruntime,1,4.041383769802781e-05,0.0,0.0
257,giant,1,4.041383769802781e-05,0.0,0.0
247,classpath,1,4.041383769802781e-05,0.0,0.0
157,suffixhexadecimal,1,4.041383769802781e-05,0.0,0.0
156,beginwith,1,4.041383769802781e-05,0.0,0.0
154,distributed,1,4.041383769802781e-05,0.0,0.0
48,internally,1,4.041383769802781e-05,0.0,0.0
49,buttonsa,1,4.041383769802781e-05,0.0,0.0
50,systems,1,4.041383769802781e-05,0.0,0.0
52,linking,1,4.041383769802781e-05,0.0,0.0
54,appropriate,1,4.041383769802781e-05,0.0,0.0
55,user,1,4.041383769802781e-05,0.0,0.0
45,much,1,4.041383769802781e-05,0.0,0.0
57,latest,1,4.041383769802781e-05,0.0,0.0
61,common,1,4.041383769802781e-05,0.0,0.0
65,interesting,1,4.041383769802781e-05,0.0,0.0
67,effects,1,4.041383769802781e-05,0.0,0.0
72,tedious,1,4.041383769802781e-05,0.0,0.0
73,zero,1,4.041383769802781e-05,0.0,0.0
74,creating,1,4.041383769802781e-05,0.0,0.0
60,frameremoves,1,4.041383769802781e-05,0.0,0.0
75,often,1,4.041383769802781e-05,0.0,0.0
44,atjava,1,4.041383769802781e-05,0.0,0.0
42,arraya,1,4.041383769802781e-05,0.0,0.0
4,codebutton,1,4.041383769802781e-05,0.0,0.0
5,cloneable,1,4.041383769802781e-05,0.0,0.0
7,leaks,1,4.041383769802781e-05,0.0,0.0
8,notices,1,4.041383769802781e-05,0.0,0.0
10,restrictions,1,4.041383769802781e-05,0.0,0.0
12,objectgeneral,1,4.041383769802781e-05,0.0,0.0
43,javaruntime,1,4.041383769802781e-05,0.0,0.0
15,togroup,1,4.041383769802781e-05,0.0,0.0
17,ofcode,1,4.041383769802781e-05,0.0,0.0
24,places,1,4.041383769802781e-05,0.0,0.0
27,tobe,1,4.041383769802781e-05,0.0,0.0
35,assignments,1,4.041383769802781e-05,0.0,0.0
37,ifthey,1,4.041383769802781e-05,0.0,0.0
40,efficient,1,4.041383769802781e-05,0.0,0.0
16,needsto,1,4.041383769802781e-05,0.0,0.0
77,number,1,4.041383769802781e-05,0.0,0.0
80,malloc,1,4.041383769802781e-05,0.0,0.0
81,tostring,1,4.041383769802781e-05,0.0,0.0
131,something,1,4.041383769802781e-05,0.0,0.0
133,stat2switchswitch,1,4.041383769802781e-05,0.0,0.0
134,constantsvariables,1,4.041383769802781e-05,0.0,0.0
136,removed,1,4.041383769802781e-05,0.0,0.0
139,injava,1,4.041383769802781e-05,0.0,0.0
141,across,1,4.041383769802781e-05,0.0,0.0
130,looks,1,4.041383769802781e-05,0.0,0.0
144,hostplatform,1,4.041383769802781e-05,0.0,0.0
147,whiledo,1,4.041383769802781e-05,0.0,0.0
148,messagesfrom,1,4.041383769802781e-05,0.0,0.0
149,copyjava,1,4.041383769802781e-05,0.0,0.0
150,normal,1,4.041383769802781e-05,0.0,0.0
152,invalid,1,4.041383769802781e-05,0.0,0.0
153,publicclass,1,4.041383769802781e-05,0.0,0.0
146,lack,1,4.041383769802781e-05,0.0,0.0
124,harm,1,4.041383769802781e-05,0.0,0.0
123,created,1,4.041383769802781e-05,0.0,0.0
118,freeing,1,4.041383769802781e-05,0.0,0.0
82,running,1,4.041383769802781e-05,0.0,0.0
84,callclass,1,4.041383769802781e-05,0.0,0.0
85,highest,1,4.041383769802781e-05,0.0,0.0
87,precedence,1,4.041383769802781e-05,0.0,0.0
89,alljava,1,4.041383769802781e-05,0.0,0.0
90,happens,1,4.041383769802781e-05,0.0,0.0
94,upper,1,4.041383769802781e-05,0.0,0.0
95,falsebyte8,1,4.041383769802781e-05,0.0,0.0
98,symbol,1,4.041383769802781e-05,0.0,0.0
101,usestringbuffer,1,4.041383769802781e-05,0.0,0.0
102,shift,1,4.041383769802781e-05,0.0,0.0
103,compared,1,4.041383769802781e-05,0.0,0.0
106,onetwo,1,4.041383769802781e-05,0.0,0.0
108,broad,1,4.041383769802781e-05,0.0,0.0
110,allocateduntil,1,4.041383769802781e-05,0.0,0.0
286,buttonnull,1,4.041383769802781e-05,0.0,0.0
288,searches,1,4.041383769802781e-05,0.0,0.0
289,calledequals,1,4.041383769802781e-05,0.0,0.0
292,related,1,4.041383769802781e-05,0.0,0.0
461,modified,1,4.041383769802781e-05,0.0,0.0
462,vspace,1,4.041383769802781e-05,0.0,0.0
463,complexity,1,4.041383769802781e-05,0.0,0.0
468,named,1,4.041383769802781e-05,0.0,0.0
469,statwhilewhile,1,4.041383769802781e-05,0.0,0.0
470,hspace,1,4.041383769802781e-05,0.0,0.0
459,abc,1,4.041383769802781e-05,0.0,0.0
471,requires,1,4.041383769802781e-05,0.0,0.0
478,ishandled,1,4.041383769802781e-05,0.0,0.0
479,several,1,4.041383769802781e-05,0.0,0.0
482,visible,1,4.041383769802781e-05,0.0,0.0
484,pointed,1,4.041383769802781e-05,0.0,0.0
486,obtained,1,4.041383769802781e-05,0.0,0.0
487,codedirectly,1,4.041383769802781e-05,0.0,0.0
476,equalitytwo,1,4.041383769802781e-05,0.0,0.0
489,short16,1,4.041383769802781e-05,0.0,0.0
458,andt,1,4.041383769802781e-05,0.0,0.0
454,e6f,1,4.041383769802781e-05,0.0,0.0
433,bring,1,4.041383769802781e-05,0.0,0.0
434,definitionsimport,1,4.041383769802781e-05,0.0,0.0
435,stat2default,1,4.041383769802781e-05,0.0,0.0
438,rewrite,1,4.041383769802781e-05,0.0,0.0
439,pronejava,1,4.041383769802781e-05,0.0,0.0
440,many,1,4.041383769802781e-05,0.0,0.0
456,typespurely,1,4.041383769802781e-05,0.0,0.0
441,pointerb,1,4.041383769802781e-05,0.0,0.0
448,int00000in,1,4.041383769802781e-05,0.0,0.0
449,equivalentcode,1,4.041383769802781e-05,0.0,0.0
450,appletthe,1,4.041383769802781e-05,0.0,0.0
451,semanticswe,1,4.041383769802781e-05,0.0,0.0
452,commentswhere,1,4.041383769802781e-05,0.0,0.0
453,terence,1,4.041383769802781e-05,0.0,0.0
444,integrateyour,1,4.041383769802781e-05,0.0,0.0
490,sizes,1,4.041383769802781e-05,0.0,0.0
494,conversions,1,4.041383769802781e-05,0.0,0.0
497,elementsjava,1,4.041383769802781e-05,0.0,0.0
542,crashesduring,1,4.041383769802781e-05,0.0,0.0
543,methodsrobustnessthe,1,4.041383769802781e-05,0.0,0.0
544,executionthe,1,4.041383769802781e-05,0.0,0.0
545,guaranteed,1,4.041383769802781e-05,0.0,0.0
547,demand,1,4.041383769802781e-05,0.0,0.0
548,availablefor,1,4.041383769802781e-05,0.0,0.0
541,find,1,4.041383769802781e-05,0.0,0.0
549,dlls,1,4.041383769802781e-05,0.0,0.0
552,othermachines,1,4.041383769802781e-05,0.0,0.0
553,nullpointerexception,1,4.041383769802781e-05,0.0,0.0
555,proper,1,4.041383769802781e-05,0.0,0.0
558,namelistobj,1,4.041383769802781e-05,0.0,0.0
560,align,1,4.041383769802781e-05,0.0,0.0
561,amethod,1,4.041383769802781e-05,0.0,0.0
550,concatenated,1,4.041383769802781e-05,0.0,0.0
540,efficiency,1,4.041383769802781e-05,0.0,0.0
539,fragments,1,4.041383769802781e-05,0.0,0.0
538,area,1,4.041383769802781e-05,0.0,0.0
500,objectsuperthe,1,4.041383769802781e-05,0.0,0.0
504,thereforejava,1,4.041383769802781e-05,0.0,0.0
505,acollection,1,4.041383769802781e-05,0.0,0.0
507,functionthat,1,4.041383769802781e-05,0.0,0.0
508,statementsjava,1,4.041383769802781e-05,0.0,0.0
515,standardoutput,1,4.041383769802781e-05,0.0,0.0
516,terminates,1,4.041383769802781e-05,0.0,0.0
517,problemsbecause,1,4.041383769802781e-05,0.0,0.0
518,implements,1,4.041383769802781e-05,0.0,0.0
520,sends,1,4.041383769802781e-05,0.0,0.0
526,copysemantics,1,4.041383769802781e-05,0.0,0.0
529,arithmeticjava,1,4.041383769802781e-05,0.0,0.0
530,respond,1,4.041383769802781e-05,0.0,0.0
534,basicstopics,1,4.041383769802781e-05,0.0,0.0
535,npackage,1,4.041383769802781e-05,0.0,0.0
432,aseparate,1,4.041383769802781e-05,0.0,0.0
565,convention,1,4.041383769802781e-05,0.0,0.0
428,statementsstatementexamplesifif,1,4.041383769802781e-05,0.0,0.0
423,forget,1,4.041383769802781e-05,0.0,0.0
319,bitslong64,1,4.041383769802781e-05,0.0,0.0
322,interfacethe,1,4.041383769802781e-05,0.0,0.0
324,forexample,1,4.041383769802781e-05,0.0,0.0
325,redrawn,1,4.041383769802781e-05,0.0,0.0
328,netscapenavigator,1,4.041383769802781e-05,0.0,0.0
329,leads,1,4.041383769802781e-05,0.0,0.0
318,defense,1,4.041383769802781e-05,0.0,0.0
331,buttonobject,1,4.041383769802781e-05,0.0,0.0
334,virtually,1,4.041383769802781e-05,0.0,0.0
338,calling,1,4.041383769802781e-05,0.0,0.0
339,shallow,1,4.041383769802781e-05,0.0,0.0
341,bitmaps,1,4.041383769802781e-05,0.0,0.0
344,blank,1,4.041383769802781e-05,0.0,0.0
345,notpresent,1,4.041383769802781e-05,0.0,0.0
332,orviruses,1,4.041383769802781e-05,0.0,0.0
349,pointeryou,1,4.041383769802781e-05,0.0,0.0
317,accompanying,1,4.041383769802781e-05,0.0,0.0
315,three,1,4.041383769802781e-05,0.0,0.0
293,toconvert,1,4.041383769802781e-05,0.0,0.0
294,considered,1,4.041383769802781e-05,0.0,0.0
295,collectionan,1,4.041383769802781e-05,0.0,0.0
297,applicationconsider,1,4.041383769802781e-05,0.0,0.0
301,generic,1,4.041383769802781e-05,0.0,0.0
303,objectoperatorsthe,1,4.041383769802781e-05,0.0,0.0
316,translates,1,4.041383769802781e-05,0.0,0.0
305,parameterscodebase,1,4.041383769802781e-05,0.0,0.0
307,intentionally,1,4.041383769802781e-05,0.0,0.0
308,thisthe,1,4.041383769802781e-05,0.0,0.0
309,apply,1,4.041383769802781e-05,0.0,0.0
311,mainwindow,1,4.041383769802781e-05,0.0,0.0
312,objectresults,1,4.041383769802781e-05,0.0,0.0
313,initializersvariables,1,4.041383769802781e-05,0.0,0.0
306,stored,1,4.041383769802781e-05,0.0,0.0
357,jumping,1,4.041383769802781e-05,0.0,0.0
359,objectprimitive,1,4.041383769802781e-05,0.0,0.0
361,iconifyyour,1,4.041383769802781e-05,0.0,0.0
396,scoped,1,4.041383769802781e-05,0.0,0.0
398,dimensional,1,4.041383769802781e-05,0.0,0.0
399,sstill,1,4.041383769802781e-05,0.0,0.0
400,command,1,4.041383769802781e-05,0.0,0.0
403,commenting,1,4.041383769802781e-05,0.0,0.0
404,e6d,1,4.041383769802781e-05,0.0,0.0
394,tnew,1,4.041383769802781e-05,0.0,0.0
406,mandatory,1,4.041383769802781e-05,0.0,0.0
409,idinteger,1,4.041383769802781e-05,0.0,0.0
411,functionwould,1,4.041383769802781e-05,0.0,0.0
418,context,1,4.041383769802781e-05,0.0,0.0
419,figure,1,4.041383769802781e-05,0.0,0.0
420,executionsequence,1,4.041383769802781e-05,0.0,0.0
422,computer,1,4.041383769802781e-05,0.0,0.0
407,square,1,4.041383769802781e-05,0.0,0.0
391,linked,1,4.041383769802781e-05,0.0,0.0
390,painting,1,4.041383769802781e-05,0.0,0.0
389,nonportable,1,4.041383769802781e-05,0.0,0.0
363,market,1,4.041383769802781e-05,0.0,0.0
364,allocatesmemory,1,4.041383769802781e-05,0.0,0.0
365,owner,1,4.041383769802781e-05,0.0,0.0
366,creation,1,4.041383769802781e-05,0.0,0.0
367,menus,1,4.041383769802781e-05,0.0,0.0
369,bitschar16,1,4.041383769802781e-05,0.0,0.0
370,software,1,4.041383769802781e-05,0.0,0.0
372,bepreceded,1,4.041383769802781e-05,0.0,0.0
375,executionan,1,4.041383769802781e-05,0.0,0.0
376,asnew,1,4.041383769802781e-05,0.0,0.0
377,typesprimitive,1,4.041383769802781e-05,0.0,0.0
380,differently,1,4.041383769802781e-05,0.0,0.0
381,interpreter,1,4.041383769802781e-05,0.0,0.0
386,steal,1,4.041383769802781e-05,0.0,0.0
388,already,1,4.041383769802781e-05,0.0,0.0
427,startingclassname,1,4.041383769802781e-05,0.0,0.0
858,onany,1,4.041383769802781e-05,0.0,0.0
